t,dt,distance_ft,distance_to_runway_ft,cross_track_ft,terrain_type,terrain_elev_ft,h_agl_ft,h_sl_ft,vc_kts,vs_fpm,roll_deg,pitch_deg,yaw_deg,wow,runway_heading_deg,cmd_throttle,cmd_elevator,cmd_aileron,cmd_rudder,cmd_flaps,phase,mode,note,suggestion,alerts,throttle,elevator,aileron,rudder,flaps,target_td_past_threshold_ft,distance_to_td_ft
0.0,0.016666666666666666,0.0,2200.0,0.0,mixed,3.5290154597278582,119.99999999939241,123.52901545912027,72.00000000000111,-249.99881130358128,-0.13919377010865314,1.1982859888661184,8.155060815822293e-18,False,0.0,0.0,0.0,0.0,0.0,0.0,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.2280214725636667,0.0256888142193997,0.006681300965215351,0.0005289363264128818,0.12,120.0,2080.0
0.016666666666666666,0.016666666666666666,2.024928898988467,2197.9750711010115,2.882135204251218e-19,mixed,3.7867053110894373,119.67288159236344,123.45958690345287,72.00007050150103,-249.9973286930506,-0.13919377085351456,1.1982915785975532,359.9999999999844,False,0.0,0.2280214725636667,0.0256888142193997,0.006681300965215351,0.0005289363264128818,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.2280604058941085,0.025529637436227635,0.006681301001237837,0.0005289363294769819,0.12,120.0,2077.9750711010115
0.03333333333333333,0.016666666666666666,4.049859776629804,2195.95014022337,-5.504502796209421e-13,mixed,4.0419164880145555,119.34821412870994,123.39013061672449,72.00000086580474,-249.8727336273227,-0.13919373515310682,1.1982971710680894,359.9999999999622,False,0.0,0.2280604058941085,0.025529637436227635,0.006681301001237837,0.0005289363294769819,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.22810057968243186,0.025368309603022866,0.006681299288004968,0.0005289361941493695,0.12,120.0,2075.95014022337
0.05,0.016666666666666666,6.074788691701719,2193.9252113082985,-1.886396530837945e-12,mixed,4.294550355765573,119.02620271941686,123.32075307518244,71.9998284732789,-249.67733115096576,-0.1346975626579951,1.1983162774077503,4.851461975315023e-05,False,0.0,0.22810057968243186,0.025368309603022866,0.006681299288004968,0.0005289361941493695,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.2281415084814386,0.02520664572569821,0.006464644674963486,0.0005111230188059705,0.12,120.0,2073.9252113082985
0.06666666666666667,0.016666666666666666,8.09971274427963,2191.9002872557203,1.714582002236712e-06,mixed,4.544510147194618,118.70692344882036,123.25143359601498,71.99954944213113,-249.4126893086875,-0.12323487629047811,1.198362796404916,0.00016197088209751948,False,0.0,0.2281415084814386,0.02520664572569821,0.006464644674963486,0.0005111230188059705,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.22818322520481296,0.025044751374128642,0.005912466975106693,0.00046586125209035177,0.12,120.0,2071.9002872557203
0.08333333333333333,0.016666666666666666,10.124628914991893,2189.8753710850083,7.4388685226508855e-06,mixed,4.791700894056887,118.39049617010441,123.1821970641613,71.99916002455856,-249.08234728858875,-0.10522345980229035,1.198430454495567,0.0003223467291125152,False,0.0,0.22818322520481296,0.025044751374128642,0.005912466975106693,0.00046586125209035177,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.22822575328109915,0.024882826591062362,0.005045120212461964,0.000395006507443493,0.12,120.0,2069.8753710850083
0.09999999999999999,0.016666666666666666,12.14953408369986,2187.8504659163,1.8831008806623457e-05,mixed,5.036029469525639,118.07703153758662,123.11306100711226,71.99865636954425,-248.689672014424,-0.08105731069718136,1.1985149220967504,0.0005130481307963049,False,0.0,0.22822575328109915,0.024882826591062362,0.005045120212461964,0.000395006507443493,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.228269119034157,0.02472105930600479,0.0038817950529222733,0.00030030322767853794,0.12,120.0,2067.8504659163
0.11666666666666665,0.016666666666666666,14.17442502515786,2185.8255749748423,3.696264993963762e-05,mixed,5.277404643789884,117.76663765664304,123.04404230043292,71.99803492005921,-248.2378614486993,-0.05110795414717548,1.1986140006565478,0.0007188579394990288,False,0.0,0.228269119034157,0.02472105930600479,0.0038817950529222733,0.00030030322767853794,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.2283133457197915,0.02455963016209093,0.0024405825131501697,0.00018339039401684174,0.12,120.0,2065.8255749748423
0.13333333333333333,0.016666666666666666,16.199298415705908,2183.800701584294,6.236759818552434e-05,mixed,5.515737169087593,117.45941976398163,122.97515693306923,71.99728907766875,-247.72995501010965,-0.015725781210216727,1.1987274059711983,0.0009258813726911345,False,0.0,0.2283133457197915,0.02455963016209093,0.0024405825131501697,0.00018339039401684174,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.22835849360796504,0.02439871318486124,0.0007385389034990096,4.5807380410271016e-05,0.12,120.0,2063.800701584294
0.15,0.016666666666666666,18.224150746317715,2181.7758492536823,9.508856072787077e-05,mixed,5.750939789514266,117.15548030351547,122.90642009302974,71.99641477476929,-247.16883925417727,0.024758699634565454,1.198856919544205,0.0011214653517411838,False,0.0,0.22835849360796504,0.02439871318486124,0.0007385389034990096,4.5807380410271016e-05,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.22840459310311823,0.0242384750699292,-0.0012082529288287233,-0.00011100012744819436,0.12,120.0,2061.7758492536823
