t,dt,distance_ft,distance_to_runway_ft,cross_track_ft,terrain_type,terrain_elev_ft,h_agl_ft,h_sl_ft,vc_kts,vs_fpm,roll_deg,pitch_deg,yaw_deg,wow,runway_heading_deg,cmd_throttle,cmd_elevator,cmd_aileron,cmd_rudder,cmd_flaps,phase,mode,note,suggestion,alerts,throttle,elevator,aileron,rudder,flaps,target_td_past_threshold_ft,distance_to_td_ft
0.0,0.016666666666666666,0.0,2200.0,0.0,steps,-12.499999998273701,119.9999999982737,107.5,72.00000000000111,-249.99881181057248,-0.13918031503604858,1.197828718269718,360.0,False,0.0,0.0,0.0,0.0,0.0,0.0,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.22802147256386807,0.025688812194363177,0.006680655121730332,0.0005288851971369846,0.12,120.0,2080.0
0.016666666666666666,0.016666666666666666,2.024929236958923,2197.975070763041,0.0,steps,-12.4999999982737,119.93057143515571,107.43057143688202,72.00007049395794,-249.99732970512963,-0.13918031578066464,1.1978343066969543,359.9999999999844,False,0.0,0.22802147256386807,0.025688812194363177,0.006680655121730332,0.0005288851971369846,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.22801402180973482,0.025715172128986108,0.006680655157741041,0.0005288852002001521,0.12,120.0,2077.975070763041
0.03333333333333333,0.016666666666666666,4.049860452361445,2195.9501395476386,-5.504506596503551e-13,steps,-12.499999998273704,119.86111515215264,107.36111515387893,72.00000081789796,-249.8727348252984,-0.1391802801247468,1.1978398978606708,359.9999999999622,False,0.0,0.22801402180973482,0.025715172128986108,0.006680655157741041,0.0005288852002001521,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.2280082580667191,0.02573759637138346,0.006680653446643688,0.0005288850650416014,0.12,120.0,2075.9501395476386
0.05,0.016666666666666666,6.074789704061573,2193.9252102959385,-1.886397132957721e-12,steps,-12.499999998273706,119.79173760688529,107.29173760861158,71.99982836557018,-249.67733532745743,-0.13468406424322182,1.197859003175952,4.8477449744947715e-05,False,0.0,0.2280082580667191,0.02573759637138346,0.006680653446643688,0.0005288850650416014,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.22800371348464887,0.025757828994293915,0.00646399739335211,0.0005110722823799551,0.12,120.0,2073.9252102959385
0.06666666666666667,0.016666666666666666,8.099714091591162,2191.900285908409,1.713268638377898e-06,steps,-12.500000001544361,119.7224181272632,107.22241812571883,71.99954925655146,-249.41269924049917,-0.12322151617435254,1.1979055263431242,0.00016185522786405017,False,0.0,0.22800371348464887,0.025757828994293915,0.00646399739335211,0.0005110722823799551,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.2280004383769395,0.0257759059022045,0.005911827694341967,0.0004658122197759405,0.12,120.0,2071.900285908409
0.08333333333333333,0.016666666666666666,10.12463059507379,2189.875369404926,7.433468710035652e-06,steps,-12.500000004815014,119.65318159122958,107.15318158641458,71.99915974366247,-249.08236637978456,-0.10521050304369305,1.1979731993032574,0.00032210807006128673,False,0.0,0.2280004383769395,0.0257759059022045,0.005911827694341967,0.0004658122197759405,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.22799847326020078,0.025791958775672898,0.0050445024379968,0.00039496085704640425,0.12,120.0,2069.875369404926
0.09999999999999999,0.016666666666666666,12.149536093877705,2187.8504639061225,1.8817176337642943e-05,steps,-12.500000001544324,119.58404552718457,107.08404552564025,71.99865597574046,-248.68970414246763,-0.081045096759907,1.1980576980108293,0.0005126393079530112,False,0.0,0.22799847326020078,0.025791958775672898,0.0050445024379968,0.00039496085704640425,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.22799786122271198,0.025806108508730954,0.0038812159147876874,0.0003002629608920138,0.12,120.0,2067.8504639061225
0.11666666666666665,0.016666666666666666,14.174427362254704,2185.825572637745,3.6934372181885106e-05,steps,-12.49999999827364,119.51502680605867,107.01502680778503,71.9980343950167,-248.23791086363897,-0.05109688870499636,1.1981568294125595,0.0007182296604459066,False,0.0,0.22799786122271198,0.025806108508730954,0.0038812159147876874,0.0003002629608920138,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.22799864195136002,0.025818470067770792,0.002440062364320847,0.00018335779780011567,0.12,120.0,2065.825572637745
0.13333333333333333,0.016666666666666666,16.19930107601676,2183.8006989239834,6.231712065310557e-05,steps,-12.499999998273626,119.44614142006851,106.94614142179489,71.99728840069041,-247.73002624144598,-0.01571632869226633,1.1982703146367593,0.0009249826704865044,False,0.0,0.22799864195136002,0.025818470067770792,0.002440062364320847,0.00018335779780011567,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.22800089180851377,0.025829153231647792,0.0007381009545036421,4.578499185266138e-05,0.12,120.0,2063.8006989239834
0.15,0.016666666666666666,18.224153725538937,2181.775846274461,9.500632790244038e-05,steps,-12.500000001544276,119.37740456094794,106.87740455940366,71.99641392284221,-247.1689370321536,0.024766022820630795,1.1983999402728378,0.0011202439974540219,False,0.0,0.22800089180851377,0.025829153231647792,0.0007381009545036421,4.578499185266138e-05,0.12,approach,normal,approach guidance tracking,检测到侧偏后立即修正，并沿目标接地点下滑,,0.22800465693180122,0.025838261881220632,-0.0012085829420402155,-0.0001110095530081098,0.12,120.0,2061.775846274461
